90.942314	90.942314	beat
91.582854	91.582854	beat
92.225781	92.225781	beat
92.865525	92.865525	beat
93.507656	93.507656	beat
94.149787	94.149787	beat
94.790327	94.790327	beat
95.434447	95.434447	beat
96.074987	96.074987	beat
96.719107	96.719107	beat
97.357260	97.357260	beat
98.001380	98.001380	beat
98.641522	98.641522	beat
99.282857	99.282857	beat
99.924193	99.924193	beat
100.565528	100.565528	beat
101.206864	101.206864	beat
101.850984	101.850984	beat
102.492717	102.492717	beat
103.129278	103.129278	beat
103.772205	103.772205	beat
104.419111	104.419111	beat
105.058059	105.058059	beat
105.697803	105.697803	beat
106.340730	106.340730	beat
106.986044	106.986044	beat
107.624196	107.624196	beat
108.268714	108.268714	beat
108.909652	108.909652	beat
109.550987	109.550987	beat
110.193914	110.193914	beat
110.835647	110.835647	beat
111.477381	111.477381	beat
112.118517	112.118517	beat
112.758858	112.758858	beat
113.400989	113.400989	beat
114.043518	114.043518	beat
114.685251	114.685251	beat
115.327382	115.327382	beat
115.967126	115.967126	beat
116.610053	116.610053	beat
117.250593	117.250593	beat
117.892724	117.892724	beat
118.535253	118.535253	beat
119.177782	119.177782	beat
119.819316	119.819316	beat
120.460055	120.460055	beat
121.102981	121.102981	beat
121.743521	121.743521	beat
122.385254	122.385254	beat
123.028181	123.028181	beat
123.670113	123.670113	beat
124.311250	124.311250	beat
124.952187	124.952187	beat
125.593921	125.593921	beat
126.235654	126.235654	beat
126.877785	126.877785	beat
127.518325	127.518325	beat
128.161252	128.161252	beat
128.803383	128.803383	beat
129.441535	129.441535	beat
130.086650	130.086650	beat
130.727787	130.727787	beat
131.370316	131.370316	beat
132.012049	132.012049	beat
132.653782	132.653782	beat
133.293526	133.293526	beat
133.937249	133.937249	beat
134.576993	134.576993	beat
135.219919	135.219919	beat
135.862846	135.862846	beat
136.504182	136.504182	beat
137.143926	137.143926	beat
137.786852	137.786852	beat
138.428188	138.428188	beat
139.071115	139.071115	beat
139.712450	139.712450	beat
140.353785	140.353785	beat
140.996712	140.996712	beat
141.634865	141.634865	beat
142.276200	142.276200	beat
142.917536	142.917536	beat
143.563645	143.563645	beat
144.203389	144.203389	beat
144.847907	144.847907	beat
145.487651	145.487651	beat
146.128987	146.128987	beat
146.770322	146.770322	beat
147.412851	147.412851	beat
148.053789	148.053789	beat
148.695522	148.695522	beat
149.338051	149.338051	beat
149.977795	149.977795	beat
150.620722	150.620722	beat
151.264046	151.264046	beat
151.904188	151.904188	beat
152.546319	152.546319	beat
153.187655	153.187655	beat
153.829786	153.829786	beat
154.471917	154.471917	beat
155.111661	155.111661	beat
155.756179	155.756179	beat
156.394531	156.394531	beat
157.038850	157.038850	beat
157.680384	157.680384	beat
158.322515	158.322515	beat
158.962259	158.962259	beat
159.599616	159.599616	beat
160.247317	160.247317	beat
160.888653	160.888653	beat
161.530784	161.530784	beat
162.170329	162.170329	beat
162.811664	162.811664	beat
163.456182	163.456182	beat
164.095926	164.095926	beat
164.737262	164.737262	beat
165.378597	165.378597	beat
166.021524	166.021524	beat
166.664451	166.664451	
